T Wed Jan 22 08:45:03 CET 2014
326446 0.0035805702 0.0823288 0.1015189 -4.140761 8.881562 0.37732145
326468 0.0060133934 0.06448078 0.17414486 -4.1431937 8.880257 0.38130993
326487 0.028583527 0.085354805 -0.0011520982 -4.1466103 8.878536 0.38422436
326506 0.011602879 0.1247406 0.03573504 -4.148783 8.877458 0.38564447
326525 -0.002837658 -0.026341438 0.05617839 -4.1534963 8.875311 0.3843547
326557 -0.08888388 0.09294605 0.11809036 -4.1632185 8.870945 0.37990358
326576 0.12571049 0.037483215 0.2674901 -4.167123 8.868947 0.3837328
326597 -0.08043957 -0.094335556 0.09231356 -4.171663 8.866691 0.3865268
326610 -0.207901 -0.07218933 -0.03894496 -4.1782765 8.863698 0.38371
326630 -0.16518211 0.025457382 -0.11091155 -4.182688 8.861819 0.37906215
326650 -0.08537722 -0.06881809 -0.1680553 -4.1858788 8.860327 0.37874505
326670 0.029512405 0.04617119 0.098163456 -4.1858463 8.860259 0.3806769
326689 0.12575579 0.04643631 0.11641979 -4.1863217 8.859994 0.38157415
326709 -0.15877295 0.06671047 -0.1281237 -4.1890974 8.858873 0.37712067
326730 -0.13639736 -0.0466671 0.08210546 -4.1923194 8.857329 0.37758127
326749 -0.05735445 0.050302505 0.23411271 -4.194748 8.856128 0.37880293
326777 -0.14899111 0.014073372 0.09725511 -4.1988792 8.85405 0.38158524
326796 -0.21547508 -0.07683563 -0.018776596 -4.2090096 8.849191 0.38269526
326816 -0.14857817 -0.0720911 0.22447628 -4.218446 8.844446 0.38843936
326836 -0.2733178 -0.18212032 0.42539924 -4.2277813 8.839554 0.3982061
326858 -0.45449305 -0.15764618 0.34094167 -4.2381425 8.834233 0.40604925
326877 -0.38272667 -0.13096333 0.51857144 -4.2524476 8.826704 0.4199556
326896 -0.42428493 -0.17987251 0.6538483 -4.2683506 8.818152 0.43790773
326915 -0.6729312 -0.3034258 0.6331179 -4.2878547 8.807631 0.4586381
326935 -0.61799145 -0.50482845 0.40044454 -4.304487 8.798343 0.48062167
326957 -0.8252883 -0.6076422 0.26688975 -4.327034 8.786235 0.49925476
326975 -0.71560764 -0.5903158 0.5375176 -4.3601 8.7689085 0.5159312
326995 -0.7800083 -0.51590824 0.956772 -4.3914676 8.751962 0.5372098
327014 -1.0183649 -0.48027706 0.95262367 -4.4212613 8.735484 0.56051177
327037 -1.1430235 -0.38742065 0.7923571 -4.4498315 8.719242 0.58670306
327056 -0.9968834 -0.63795567 0.7305919 -4.48105 8.701627 0.61016107
327076 -1.0145955 -0.42402554 0.9160622 -4.5207987 8.679233 0.63538057
327093 -1.1329226 -0.5762253 0.7947274 -4.555701 8.65905 0.66094726
327122 -1.2813163 -0.8958187 0.78404087 -4.598843 8.633879 0.6907874
327143 -1.3284206 -0.61919403 0.86101216 -4.6475067 8.606251 0.7095842
327166 -1.1515145 -0.59453773 0.99761903 -4.6903377 8.581594 0.7262062
327176 -1.4633732 -0.5748291 1.150911 -4.723244 8.561886 0.7452967
327196 -1.6246924 -0.46081161 1.0763115 -4.753461 8.543636 0.76243544
327215 -1.3507271 -0.522027 0.86863923 -4.778429 8.528237 0.7785715
327235 -1.1183877 -0.39355373 0.83448946 -4.800079 8.514686 0.79356766
327255 -0.90773153 -0.47681332 0.8164704 -4.819199 8.502177 0.81158674
327275 -0.8703098 -0.61798954 0.62675333 -4.837467 8.490125 0.8289213
327295 -1.0198421 -0.9108405 0.5062778 -4.860317 8.476518 0.83447516
327315 -1.12566 -0.7986555 0.65797406 -4.8885746 8.460101 0.8360078
327335 -0.98686695 -0.66953754 0.78843904 -4.912446 8.445905 0.8396181
327355 -1.1371031 -0.77077484 1.0106366 -4.9345922 8.43222 0.84726393
327376 -1.0412836 -0.8162861 0.8889666 -4.9537973 8.420271 0.8540122
327395 -0.92984056 -0.6140156 0.9701643 -4.9694724 8.409536 0.8685826
327420 -1.0072446 -0.58262825 0.6698642 -4.9878364 8.397303 0.88157856
327441 -0.87431717 -0.6090393 0.63958937 -5.005842 8.3854065 0.89269966
327460 -0.8540931 -0.69143295 0.7235402 -5.0260663 8.372032 0.90451694
327480 -0.9261637 -0.5227766 0.73208296 -5.0497637 8.356605 0.91512775
327499 -0.93917227 -0.54493904 0.7056316 -5.0750623 8.34046 0.9224255
327519 -0.9722357 -0.3756714 0.75282156 -5.0994596 8.324421 0.93269646
327541 -1.0445728 -0.49328995 0.868732 -5.122891 8.307964 0.95086133
327556 -0.98346615 -0.91678953 0.93927354 -5.14569 8.290931 0.97608787
327579 -1.060358 -0.9407649 1.0899581 -5.1645665 8.276599 0.9977859
327596 -0.7227988 -0.62517357 0.9038831 -5.176514 8.267466 1.0114783
327616 -0.9606843 -0.7309003 1.1156873 -5.187626 8.25827 1.0295175
327637 -0.9495549 -0.7605996 0.7389848 -5.1987553 8.249662 1.0423013
327654 -1.0930638 -0.6568847 0.83965015 -5.208475 8.241715 1.0565575
327676 -0.9316902 -0.67015314 0.58495617 -5.21662 8.23583 1.0622545
327697 -1.0216832 -0.4357319 0.9801043 -5.222395 8.231253 1.0693322
327721 -0.7126851 -0.4917574 0.38771307 -5.224935 8.229817 1.0679616
327735 -0.8816414 -0.3543148 0.8191072 -5.228361 8.22645 1.0771005
327754 -0.7603178 -0.50305367 0.35623395 -5.234763 8.22196 1.0802871
327774 -0.8530054 -0.27096653 0.62223554 -5.2378435 8.219716 1.0824361
327794 -0.61744547 -0.5170145 0.14871204 -5.2435603 8.216767 1.0771192
327814 -0.635303 -0.22914314 0.514604 -5.2448564 8.2162 1.075146
327834 -0.333292 -0.27094364 -0.03582859 -5.2404094 8.219693 1.0701237
327854 -0.33832788 0.05104351 0.36960113 -5.2353735 8.223317 1.0669199
327873 -0.12216902 0.041208267 -0.023804069 -5.221689 8.233152 1.0580992
327896 -0.22777271 0.09144497 0.19467235 -5.2118535 8.240376 1.0503125
327915 -0.24069595 0.06261921 -0.0040875673 -5.1989303 8.250049 1.0383826
327932 0.16666126 0.10962963 0.028126955 -5.184908 8.2605 1.0253218
327952 0.25010633 -0.05226326 -0.04087007 -5.172585 8.269163 1.0177044
327972 0.10139847 -0.13748837 0.20388913 -5.1579523 8.277774 1.0219421
327991 -0.079657555 -0.21822548 0.38514245 -5.149279 8.281897 1.032225
328012 -0.17425346 -0.19774914 0.016459584 -5.150451 8.280574 1.0369892
328032 -0.26169634 -0.24812412 0.4036188 -5.1587763 8.273488 1.0520558
328051 -0.47067022 -0.4417801 0.4685645 -5.179646 8.256454 1.0828782
328072 -0.69653463 -0.48087502 0.61233985 -5.2027783 8.238089 1.1114854
328092 -0.9565854 -0.44032097 0.67802525 -5.230032 8.216688 1.1415681
328116 -1.2114787 -0.53022575 0.9540471 -5.2624426 8.191671 1.1720041
328138 -1.3826985 -0.6530223 0.78603053 -5.301913 8.161239 1.2059453
328156 -1.2364144 -0.60850954 0.9257959 -5.333275 8.1358795 1.2385625
328176 -1.188005 -0.6611514 0.9718571 -5.3625307 8.111907 1.2691157
328195 -1.2556858 -0.6766982 0.9650109 -5.3906183 8.089147 1.2951155
328217 -1.1140227 -0.4641323 0.7731794 -5.4173594 8.068117 1.3145646
328241 -1.1475239 -0.44439793 0.86625767 -5.441319 8.048383 1.3364079
328259 -0.99315834 -0.29276752 0.92021656 -5.4616094 8.0308275 1.3590634
328279 -1.0154042 -0.27890205 0.80733526 -5.4776707 8.016962 1.3761767
328293 -0.8643594 -0.07370472 0.83383334 -5.4946404 8.003301 1.3879858
328313 -0.83032227 -0.08083105 0.76611483 -5.509524 7.9912734 1.3982435
328332 -0.70202017 -0.22271585 0.7924644 -5.5229044 7.9799294 1.4102012
328353 -0.61126804 -0.5555482 0.70387614 -5.537042 7.9679966 1.422175
328372 -0.67534876 -0.5636306 0.6908003 -5.549576 7.9569254 1.4352509
328392 -0.4914441 -0.6879935 0.5283803 -5.5610976 7.947213 1.4444419
328420 -0.6291928 -0.7713537 0.5773337 -5.576578 7.9348054 1.4529493
328443 -0.59429646 -0.8928275 0.68403184 -5.592321 7.9222035 1.4611729
328462 -0.5424776 -0.8051081 0.71395993 -5.6058326 7.9110985 1.469552
328482 -0.6823044 -0.8128767 0.74224865 -5.6192346 7.8997135 1.4795705
328504 -0.6710353 -0.63079214 0.5992724 -5.6305037 7.890012 1.4884716
328523 -0.7383547 -0.5081425 0.555223 -5.6397986 7.8822837 1.4942136
328542 -0.6918111 -0.34905195 0.45965838 -5.648035 7.876422 1.4940102
328561 -0.6849766 -0.2107706 0.36757243 -5.6548696 7.872216 1.4903281
328581 -0.6582699 -0.111238 0.14655948 -5.6624227 7.8684516 1.4814976
328603 -0.5016384 0.21464443 -0.03336358 -5.6658254 7.8681803 1.4698846
328622 -0.34830618 0.05906248 -0.11607468 -5.6659284 7.8705335 1.4568276
328643 -0.388618 0.2657709 -0.063988805 -5.6639237 7.8745146 1.443049
328660 -0.46804142 0.37540627 -0.122663975 -5.6611147 7.879801 1.4251097
328680 -0.54970455 0.3886075 -0.033102036 -5.6560664 7.885753 1.4121622
328702 -0.47586966 0.19347 0.090833545 -5.6532865 7.8893547 1.4031483
328721 -0.09940004 0.15064287 0.3003534 -5.646684 7.8938746 1.4043182
328740 -0.016127586 0.10380554 0.06829846 -5.6341887 7.902405 1.4065298
328764 0.010956287 0.09688091 0.25385845 -5.622965 7.9093294 1.412506
328782 0.024039268 0.24702501 0.28529644 -5.6168942 7.912414 1.4193752
328810 0.15310526 0.26608515 0.30444968 -5.611885 7.9125075 1.4385291
328833 -0.09696102 0.23092794 0.49380147 -5.610816 7.9093575 1.4598671
328856 -0.5290971 0.049532413 0.4330629 -5.619213 7.899217 1.4822985
328859 -0.27191544 3.33786E-5 0.13444734 -5.6273975 7.8912554 1.4936098
328879 -0.31286287 -0.13710546 0.28437316 -5.643911 7.8751655 1.5160666
328899 -0.124115944 -0.2951188 0.0027194023 -5.6602755 7.860796 1.5295696
328918 -0.16462421 -0.18600512 -0.060424685 -5.677228 7.8474507 1.5352529
328938 -0.24360275 -0.2318058 -0.32595253 -5.6940174 7.8357906 1.5326302
328958 -0.3634138 -0.012520313 -0.18271685 -5.7082815 7.8271947 1.5234698
328977 -0.19740915 0.2242322 -0.28514004 -5.7210574 7.8202853 1.5109713
328998 -0.09656811 0.5135164 -0.046300888 -5.7261305 7.818305 1.5019755
329018 -0.09367657 0.5339041 0.054080248 -5.729022 7.817072 1.4973625
329039 0.024383068 0.49715662 0.07710612 -5.73216 7.815511 1.4934902
329058 0.24047613 0.1368022 -0.09318304 -5.737563 7.8119473 1.4913968
329077 0.70281076 0.19659138 -0.3058771 -5.740211 7.809619 1.4934012
329106 1.2699676 -0.09401083 -0.06821048 -5.7327595 7.812917 1.5047315
329124 1.545341 -0.33117914 -0.32453966 -5.720829 7.820242 1.5120637
329145 1.3584523 0.079898834 -0.287735 -5.7063227 7.8305435 1.5135663
329159 0.7949815 0.70497036 -0.10931063 -5.6983066 7.8375416 1.5075244
329181 0.22168684 0.9153352 0.18465579 -5.6996202 7.8378663 1.5008622
329200 -0.0028729439 0.93959093 0.23557079 -5.704904 7.832764 1.507408
329220 -0.091198444 0.77503586 0.1465441 -5.7123466 7.824937 1.5198203
329240 -0.025315762 0.7255416 -0.054286003 -5.7207685 7.8169703 1.5291142
329258 -0.03244686 0.65868187 -0.1931529 -5.732791 7.8072157 1.5339059
329280 -0.026864529 0.4337554 -0.0632242 -5.7383733 7.802298 1.5380524
329299 0.036628723 0.39933252 -0.23279572 -5.7444057 7.7984138 1.5352415
329319 0.08076906 0.11529827 -0.4382409 -5.750239 7.795144 1.5299969
329341 -0.081106186 -0.37486744 -0.36195982 -5.760746 7.787316 1.5303303
329360 0.23556662 -0.44395876 -0.5532719 -5.770961 7.779793 1.5301062
329382 0.2628293 -0.3053074 -0.39267862 -5.77907 7.7752166 1.5227418
329404 0.25193596 0.19435453 -0.52288496 -5.78733 7.7735486 1.4997193
329417 -0.0658226 0.6359191 -0.57431084 -5.795183 7.7725177 1.4745307
329437 0.031105995 0.9589715 -0.28798485 -5.796344 7.7750764 1.4563553
329457 -0.046028614 1.0131507 -0.42568946 -5.7958236 7.778358 1.440831
329477 0.18030834 1.103066 -0.67621934 -5.792317 7.7842107 1.4232103
329496 0.51573753 1.0930033 -0.75478286 -5.7829814 7.7942734 1.4060057
329516 0.96083546 0.8102269 -1.0206941 -5.7683926 7.8088994 1.3846128
329538 1.2262125 0.63764906 -1.059952 -5.746465 7.8282485 1.3664099
329557 1.5206585 0.6293845 -1.1096505 -5.7153 7.8556666 1.3394939
329581 1.798337 0.68021584 -1.1378225 -5.6865206 7.8814497 1.310205
329601 1.8850024 0.54122686 -0.9808803 -5.658264 7.905517 1.2873381
329620 1.9085433 0.6103411 -0.8697002 -5.6243443 7.932171 1.271926
329642 2.0387363 0.7116642 -1.0231389 -5.5821548 7.964923 1.2529823
329661 2.0553632 1.0441899 -1.0042963 -5.541321 7.9963155 1.2341397
329681 1.9384434 1.5496883 -0.8887062 -5.5010157 8.027119 1.2143177
329700 1.3318157 1.6413641 -0.6495804 -5.468996 8.0503645 1.2050352
329722 0.9092927 1.3217564 -0.385444 -5.448699 8.063515 1.2090493
329741 0.89212275 0.8509741 -0.7908806 -5.431529 8.07461 1.2122601
329760 1.1637063 0.62755966 -1.0635992 -5.4158087 8.087335 1.1976745
329779 0.98041296 0.5778656 -1.3037688 -5.4048977 8.0987215 1.1696935
329802 0.8748536 0.77816486 -1.1617533 -5.3951063 8.109112 1.1425997
329821 0.63486195 0.5390806 -0.81825286 -5.3849583 8.118353 1.1247107
329841 0.50406027 0.50668335 -0.7791773 -5.369078 8.131597 1.1047888
329863 0.99967957 0.29818726 -0.7584294 -5.34755 8.148557 1.0840409
329879 1.3037672 0.3573866 -1.1735662 -5.326026 8.165972 1.0586445
329899 1.2815151 0.5320635 -0.96342045 -5.303774 8.182831 1.0400349
329920 1.1826539 0.8227253 -0.70316136 -5.281527 8.1986265 1.0287728
329948 1.1644182 0.9251423 -0.54365885 -5.2632914 8.211131 1.0224992
329969 0.98198557 1.2063932 -0.60415596 -5.2532415 8.217185 1.0255355
329978 0.9531913 1.0679464 -0.46514183 -5.243601 8.221556 1.0397502
329998 0.69473696 1.3316898 -0.61192256 -5.2341433 8.225964 1.0524557
330018 0.49136543 1.4592762 -0.17942083 -5.222308 8.232452 1.060487
330038 0.08626938 1.2288866 0.021420121 -5.2194376 8.232999 1.0703359
330057 0.40999126 1.0371704 -0.21621752 -5.2175484 8.233178 1.0781301
330077 0.6366215 0.5955763 -0.41515785 -5.214335 8.23424 1.0855343
330097 1.1775441 0.14743042 -0.36957443 -5.199803 8.241853 1.0974118
330117 1.4457605 -0.171422 -0.6156986 -5.180715 8.254247 1.0945389
330139 1.5953443 0.0043849945 -0.5854063 -5.1579165 8.269976 1.0834002
330159 1.5331476 0.389637 -0.6456664 -5.134027 8.28695 1.0670459
330179 1.2288275 0.70217323 -0.6830723 -5.117011 8.300025 1.046991
330198 0.8041897 0.9074497 -0.63654673 -5.113753 8.305438 1.019619
330217 0.8423753 0.9433813 -0.63679135 -5.1136312 8.307814 1.00071
330242 0.56233644 0.77369404 -0.66020143 -5.1208963 8.305119 0.98581284
330263 0.23112535 0.70274353 -0.80950296 -5.1344504 8.299455 0.96273184
330283 0.22898483 0.36478615 -0.8533663 -5.1514635 8.292647 0.92998075
330306 0.4060011 0.13501835 -0.84712565 -5.1560974 8.292572 0.9045865
330324 0.6514168 0.09122181 -1.142314 -5.152516 8.298061 0.8741633
330348 0.58512163 0.1590538 -0.957114 -5.1436815 8.306844 0.8421923
330368 0.8356781 0.12636948 -0.949557 -5.1260877 8.3203745 0.8154817
330388 1.1430483 0.26625824 -1.0041058 -5.1078463 8.3337145 0.793416
330405 1.0318332 0.35116673 -0.68266845 -5.092399 8.344574 0.7784365
330424 0.88314676 0.64786625 -0.5967659 -5.0777884 8.354332 0.7691484
330446 0.7906933 0.7913408 -0.38446927 -5.0619493 8.364086 0.7675415
330465 0.62322235 0.8406954 -0.12172985 -5.047707 8.372192 0.77295274
330494 0.6145506 0.32009697 -0.15984368 -5.0390353 8.375644 0.7919129
330513 0.73836374 0.5267525 -0.20122403 -5.0287733 8.379678 0.81413966
330535 0.7663317 0.21642208 -0.3205819 -5.018434 8.383551 0.83772945
330547 0.39910984 0.082362175 -0.07213265 -5.0151305 8.383535 0.8574308
330566 0.42346764 0.08654499 -0.27405423 -5.0203347 8.379353 0.86781627
330586 0.2631526 0.40225506 0.051546633 -5.0324025 8.3701 0.8869804
330606 0.14303827 0.22138977 0.08792639 -5.0463634 8.359429 0.9080615
330626 -0.08776569 0.15720463 -0.020784676 -5.0645566 8.347 0.92100453
330646 -0.3696785 0.020420074 0.099794805 -5.0891013 8.330556 0.9345003
330666 -0.51537466 0.32550716 0.317073 -5.1157875 8.312773 0.9470655
330686 -0.6504221 0.46546555 0.3193637 -5.153123 8.287736 0.96392834
330705 -0.6968851 0.25662518 0.47321987 -5.1832743 8.266733 0.9824548
330725 -0.78151846 -0.028010368 0.43121505 -5.2135625 8.24491 1.005306
330745 -0.8079581 -0.3894415 0.12814844 -5.2445836 8.223269 1.0210683
330767 -0.5130081 -0.38948822 0.47649574 -5.2713833 8.204163 1.0366397
330786 -0.35239458 0.012485504 0.48161066 -5.2979217 8.185261 1.0506784
330810 -0.40727282 -0.29712868 0.696867 -5.319658 8.169264 1.0652654
330831 -0.5419674 -0.22579288 0.7408365 -5.338192 8.155389 1.0787568
330852 -0.4474759 -0.30869293 0.6556561 -5.356069 8.142521 1.0873227
330871 -0.39385748 -0.16406822 0.3457725 -5.3713803 8.131971 1.0907485
330889 -0.06303263 -0.19868755 0.17158926 -5.3765936 8.1282835 1.0925492
330909 0.24085855 -0.10530758 -0.07224786 -5.374027 8.1306715 1.0873893
330931 0.21663427 -0.05330944 -0.47768533 -5.3689566 8.136134 1.0714474
330951 0.32500362 0.20745754 -0.51162523 -5.362404 8.143518 1.0479264
330965 0.37577915 0.3521042 -0.5551739 -5.3557186 8.152101 1.0148606
330987 0.23834038 0.060210228 -0.3251722 -5.352355 8.15669 0.99554867
331007 -0.08744335 -0.09455967 -0.1793176 -5.352183 8.158231 0.98376936
331026 -0.13972187 -0.20656967 -0.07949144 -5.357365 8.155319 0.9797113
331054 -0.2965784 -0.38753414 -0.13984716 -5.3728914 8.144748 0.9826062
331070 -0.22060251 -0.6232619 -0.09084201 -5.391406 8.131478 0.99106187
331091 3.490448E-4 -0.7305703 -0.11652827 -5.401668 8.123865 0.9975945
331108 -0.03133869 -0.5724206 0.089969635 -5.4082875 8.118944 1.0017864
331127 0.02469492 -0.114435196 -0.07630789 -5.4068604 8.1206455 0.99568135
331147 -0.14855623 0.11414528 0.17829764 -5.4059916 8.121908 0.99007285
331167 -0.20689201 0.28620338 0.46348494 -5.4051166 8.122233 0.9921897
331187 -0.2439084 0.21189022 0.47089934 -5.406408 8.119931 1.0039289
331208 -0.35836983 0.29130745 0.5658499 -5.406868 8.117129 1.0239
331227 -0.37557745 0.25620747 0.43588972 -5.408814 8.113922 1.0389385
331255 -0.1061573 0.18183994 0.2909341 -5.4100833 8.111674 1.0498189
331271 0.104307175 -0.027785301 0.14750004 -5.409858 8.11061 1.0591776
331292 0.08214378 0.22013474 0.23619127 -5.4068484 8.111687 1.0662545
331311 0.20954084 0.06277943 0.09964967 -5.4001703 8.115813 1.0687208
331331 -0.0814023 0.17508125 0.23525167 -5.396531 8.118433 1.0671941
331351 -0.40464306 0.21533775 0.59634686 -5.398902 8.116484 1.0700176
331371 -0.37758017 0.049563408 0.52876496 -5.406811 8.109876 1.0801386
331392 -0.4434886 -0.01694107 0.48761523 -5.417517 8.099766 1.1021347
331412 -0.56345606 -0.3512249 0.19278681 -5.431625 8.089285 1.109659
331434 -0.7165494 -0.20442963 0.23303342 -5.4509144 8.076565 1.1077195
331453 -0.60349417 -0.11680889 0.2571975 -5.468201 8.065558 1.102709
331472 -0.54998016 -0.12578297 0.12423897 -5.483408 8.055379 1.1015923
331491 -0.46264362 -0.13825893 -0.0052241087 -5.49413 8.048701 1.0969801
331514 -0.1530366 -0.060546875 0.04085517 -5.4972796 8.047604 1.089208
331533 -9.188652E-4 -0.17753124 0.10798347 -5.496168 8.049666 1.0795406
331552 0.014661789 0.08668232 -0.09146631 -5.492595 8.053603 1.0683006
331573 -0.06471014 0.23782158 0.04417491 -5.4898376 8.055693 1.0667347
331591 0.08702707 0.19889927 0.13691986 -5.488346 8.056308 1.0697578
331620 0.02913332 0.16199684 0.44982314 -5.487913 8.054903 1.0824659
331640 0.035389423 -0.08017063 0.31599462 -5.494169 8.048074 1.1013728
331649 0.005010128 -0.3394966 0.2914021 -5.502097 8.039249 1.1259654
331666 0.03358984 -0.5215678 0.19354808 -5.5115232 8.029784 1.1472049
331686 -0.20300865 -0.39635563 0.2770406 -5.523922 8.019494 1.1594805
331706 -0.24440622 -0.51789045 0.36280942 -5.539985 8.006953 1.1694796
331725 -0.3272977 -0.3545122 0.3927716 -5.5528617 7.996804 1.1778247
331745 -0.27924204 -0.11709547 0.48316061 -5.56261 7.9892306 1.1832038
331766 -0.34645796 -0.053492546 0.17948878 -5.5720086 7.9830885 1.1804178
331796 -0.39557743 -0.105932236 -0.00659132 -5.58035 7.9780674 1.1749618
331811 -0.16244268 -0.027402401 -0.04225743 -5.5836415 7.976152 1.1723206
331831 -0.04587412 -0.026965618 -0.15230656 -5.585288 7.975715 1.167448
331853 0.12601233 0.08704567 0.04309857 -5.584792 7.9766254 1.1635791
331872 -0.14131927 0.20226002 0.19824588 -5.5856113 7.9763327 1.1616607
331887 -0.332026 0.49043512 0.33032703 -5.5864406 7.9754624 1.1636548
331909 -0.29212666 0.5497761 0.47833502 -5.5880327 7.9735823 1.1688757
331928 -0.11810827 0.3034644 0.39127517 -5.5896688 7.9708962 1.1793212
331947 -0.096894264 0.11544752 0.31987047 -5.591729 7.967377 1.193265
331967 -0.13546133 0.07859945 0.32812333 -5.5914693 7.965918 1.2041657
331986 0.07031202 0.05651474 0.38216686 -5.5865526 7.968849 1.2075831
332008 -0.27436066 0.056282043 0.19259179 -5.586645 7.969082 1.205622
332027 -0.21590948 -0.13362646 0.16728806 -5.5876355 7.9674544 1.2117721
332047 -0.211339 -0.12940168 -0.0500654 -5.592206 7.9632297 1.2184359
332067 -0.051522255 -0.33495378 0.09984684 -5.598794 7.958092 1.2217525
332087 -0.11640167 -0.5185251 -0.032254815 -5.610529 7.950127 1.2197789
332107 0.12190151 -0.72449255 -0.31135088 -5.6189885 7.945405 1.2115707
332126 0.16365671 -0.60837984 -0.16905749 -5.6224365 7.944214 1.2033526
332147 0.3131318 -0.1532793 0.092757106 -5.618683 7.9488 1.190535
332168 0.13271856 0.29813814 0.110247254 -5.610652 7.957069 1.1730448
332193 0.08488941 0.5208378 0.17068827 -5.60113 7.9642134 1.1700647
332203 0.035604 0.59076357 0.22121549 -5.590152 7.970902 1.1769983
332223 0.044813156 0.71874285 0.17703879 -5.5802073 7.976998 1.1828678
332243 0.059724808 0.41007137 0.05705607 -5.5759654 7.979212 1.1879288
332262 0.05939293 0.2381444 -0.2923264 -5.5756335 7.9787555 1.1925462
332281 0.1539526 0.046555996 -0.16354227 -5.574425 7.978808 1.1978374
332301 -0.07587528 -0.06820917 0.007869482 -5.574441 7.9786515 1.1988082
332321 -0.22589016 -0.06746435 -0.13531828 -5.577655 7.9779067 1.1887671
332341 -0.12647533 0.10568857 -0.25738043 -5.5813017 7.977136 1.1767539
332360 0.008359909 0.04851961 -0.14083648 -5.5820613 7.9768443 1.1751316
332381 0.08246088 0.06522322 -0.21274638 -5.579548 7.9792943 1.1704271
332402 0.04184723 0.13912868 -0.28186345 -5.5772414 7.982003 1.1629297
332421 0.115274906 0.42338324 -0.14211226 -5.5740547 7.9850535 1.1572537
332447 0.07553387 0.23079443 -0.18007779 -5.572621 7.9861054 1.1569121
332468 0.13070393 0.32577562 0.216568 -5.57033 7.986892 1.1624922
332487 0.39692593 0.21076775 0.188797 -5.568402 7.9869785 1.1711096
332507 0.62415934 0.07609987 -0.04938078 -5.5657916 7.9875712 1.179444
332525 0.5796919 0.18746758 0.11803985 -5.5596313 7.991125 1.1844059
332545 0.5307927 0.5255971 0.18977666 -5.5490394 7.9977612 1.1892835
332569 0.00949955 0.7921219 0.6411097 -5.5448937 7.999387 1.1976372
332591 -0.16338825 0.5261245 0.49043 -5.544389 7.997234 1.2142416
332607 -0.42748594 0.20613956 0.18471539 -5.5484414 7.9916067 1.2326521
332629 -0.13571644 -0.13309717 0.05418086 -5.552907 7.9860787 1.2482649
332648 -0.08869028 -0.4135294 -0.25738811 -5.561626 7.9792066 1.253376
332666 0.017276287 -0.34981918 -0.3667755 -5.571824 7.9729576 1.2478417
332686 -0.16835117 -0.11700487 0.062042117 -5.577733 7.9699864 1.2404037
332714 -0.122516155 -0.115226746 -0.26007104 -5.585261 7.9682083 1.2177517
332732 0.088757515 0.07443142 -0.47485125 -5.5858445 7.970086 1.2026886
332756 0.17829084 0.08744478 -0.27149528 -5.57961 7.9762263 1.1908687
332773 0.3603425 0.47981644 -0.28794837 -5.5701256 7.986081 1.1690146
332788 0.48272038 0.6613722 -0.12210786 -5.558428 7.9960613 1.156403
332808 0.37346554 0.61422634 0.23820639 -5.5449414 8.0049 1.1600074
332828 0.30423307 0.5881319 0.13417912 -5.5331697 8.011841 1.1682667
332847 0.39227057 0.52625275 0.03214407 -5.525439 8.016259 1.1745336
332867 0.35332584 0.25914764 -0.092868805 -5.5248017 8.015213 1.1846248
332887 0.33668566 0.013940811 -0.18330371 -5.527315 8.011423 1.1984452
332907 0.35691452 -0.2510109 -0.12299597 -5.5283904 8.0082245 1.214752
332936 0.06868315 -0.11677456 -0.2432015 -5.527463 8.008063 1.2200358
333021 0.0092868805 0.052951813 -0.46434748 -5.5255275 8.010719 1.2113384
333021 0.10178709 0.08778477 -0.26469606 -5.5222597 8.014194 1.2032231
333022 -0.012962341 0.10700321 -0.37925798 -5.522432 8.014129 1.2028633
333022 0.19583178 0.20216846 -0.5180159 -5.5205364 8.014731 1.207546
333033 0.17318201 0.23888206 -0.21694267 -5.5170403 8.016325 1.2129306
333052 0.36156034 0.447155 -0.13870609 -5.5138826 8.018743 1.2113085
333072 0.09466505 0.6013508 -0.005312681 -5.5151377 8.017776 1.2119904
333093 0.095974445 0.54673195 0.21175277 -5.516447 8.014934 1.2247683
333112 0.15868235 0.43840027 -0.056554556 -5.521694 8.008344 1.2440786
333132 0.14310741 -0.09143734 -0.005382061 -5.525273 8.00188 1.2695205
333152 0.37381983 -0.66078806 0.17629647 -5.526142 7.996622 1.2985318
333174 0.27150583 -0.4505043 0.26611674 -5.519596 7.997028 1.3236332
333193 0.06689978 -0.18985462 0.046363354 -5.506526 8.004529 1.3326968
333221 -0.30237484 0.21329784 0.16986322 -5.4820166 8.022756 1.3241186
333237 -0.4346366 0.4471445 -0.21199346 -5.4646764 8.037907 1.3037494
333259 -0.44753647 0.35956383 -0.29403996 -5.4517765 8.048873 1.2900279
333278 0.033828735 0.19351101 -0.43732786 -5.435148 8.061696 1.2800869
333306 0.633441 -0.19548702 -0.53129244 -5.402691 8.086776 1.2591298
333325 0.797225 -0.3118086 -0.55611736 -5.3749385 8.107329 1.2456474
333347 0.68962336 -0.12328243 -0.44917554 -5.343951 8.129493 1.2344737
333359 0.49561453 0.359622 -0.28990716 -5.322325 8.144583 1.2284342
333379 0.07014847 0.70894814 -0.15945077 -5.299085 8.159175 1.2320532
333399 0.0589571 0.6911602 -0.26738548 -5.26874 8.176963 1.2442198
333418 0.06143427 0.5861349 -0.14289546 -5.2520638 8.18622 1.253805
333438 0.0745039 0.3166008 0.16638863 -5.24598 8.187604 1.2701324
