T Wed Jan 22 08:45:03 CET 2014
683378 0.030071259 -0.015284538 0.07602906 -4.224713 8.825947 0.65180826
683398 -0.10359621 -0.034258842 -0.038695812 -4.2251205 8.8257675 0.65161145
683417 0.04870701 0.0035991669 0.0763194 -4.224195 8.826217 0.6515179
683438 -0.08308649 -0.014291763 0.054854214 -4.2264767 8.824954 0.6538295
683458 -0.04426384 -0.03308773 0.034217596 -4.226992 8.824596 0.6553125
683485 -0.08224344 0.08190155 -0.19442937 -4.2273197 8.824529 0.6541161
683524 0.012796879 0.024173737 0.034318566 -4.226592 8.824796 0.6552115
683526 0.08827305 0.042637825 -0.07866746 -4.2254534 8.825485 0.65327585
683539 -0.04645729 0.1572237 -0.040040612 -4.2247987 8.825821 0.65295625
683558 -0.06549358 -0.03396797 0.12844712 -4.224916 8.825477 0.65685105
683578 0.067466736 -0.09197235 -0.13957655 -4.2238007 8.82602 0.6567241
683598 0.011680126 -0.05287075 -0.043693185 -4.2254753 8.825226 0.6566088
683618 0.030079365 -0.014864922 0.05124885 -4.224721 8.825527 0.6574349
683639 -0.047011852 0.0041885376 0.04953432 -4.224244 8.825627 0.6591494
683659 -0.047921658 0.061286926 -0.047177076 -4.2233343 8.82599 0.6600927
683679 0.008986473 0.08028126 0.008856237 -4.2227817 8.826149 0.66152024
683699 -0.02855444 -0.072426796 0.045108914 -4.223548 8.825628 0.6635748
683719 0.046488762 0.022583961 0.006891668 -4.2219768 8.8263855 0.6634848
683744 -0.01243639 0.13670921 -0.18336993 -4.2205124 8.827182 0.6622103
683763 0.13872242 0.03990364 0.027944982 -4.218442 8.828219 0.6615851
683788 -0.014804363 -0.094189644 0.0071420074 -4.2181444 8.828238 0.6632345
683813 0.023245811 -0.055992126 -0.050474048 -4.2178874 8.828347 0.6633897
683831 0.09862089 -0.075668335 0.0060420632 -4.2166476 8.82887 0.6643344
683851 0.038981438 0.076337814 -0.2022256 -4.2144694 8.830092 0.6619123
683865 -0.20782328 8.134842E-4 0.027038217 -4.2166615 8.829002 0.66249186
683885 0.059669018 0.019717216 0.10278344 -4.216003 8.829252 0.6633611
683904 0.020414352 0.05772686 0.10076088 -4.215056 8.82955 0.66538364
683924 -0.056466103 -0.11498928 -0.20294383 -4.21479 8.829884 0.66263056
683944 -0.057429314 0.018445969 -0.16225743 -4.2138267 8.8305235 0.6602514
683964 -0.13320541 0.15276623 -0.1410048 -4.214665 8.830278 0.65815234
683983 -0.019010067 -6.6185E-4 0.029391766 -4.2139387 8.830478 0.6601383
684004 -0.09584522 0.018834114 0.1383689 -4.213718 8.830135 0.66608286
684024 0.054196358 0.15130997 -0.032996416 -4.2105303 8.831735 0.66506565
684043 -0.023753166 -0.059898376 -0.015386522 -4.2091956 8.832253 0.6666094
684063 -0.024002552 0.07405472 -0.072797775 -4.208946 8.832376 0.6665598
684083 0.03221941 0.07374191 0.076764524 -4.2077074 8.832688 0.6702264
684114 -0.025607586 0.092746735 -0.076805115 -4.207341 8.832837 0.67056715
684133 0.048603535 0.053336143 0.018411696 -4.2049375 8.8339405 0.6711184
684153 0.103645325 0.032832146 -0.017264128 -4.2025185 8.835291 0.668487
684171 -0.069563866 0.051542282 -0.093185365 -4.201692 8.835734 0.66779375
684194 0.006295204 0.07041073 -0.15165746 -4.200937 8.8360195 0.668805
684214 0.12012291 0.089110374 -0.11421293 -4.1998425 8.836473 0.6696677
684236 -0.03291416 0.08935547 0.094450355 -4.2000346 8.836228 0.67169416
684252 -0.033893585 -0.026325226 -0.07405788 -4.199055 8.8369875 0.6678199
684275 -0.14834547 0.08905792 0.2100957 -4.199525 8.836526 0.6709705
684297 -0.10940933 0.031765938 -0.1138016 -4.200154 8.836357 0.6692564
684317 -0.16416836 -0.024204254 0.017557144 -4.2028556 8.834867 0.67197293
684336 0.04752636 -0.17700958 -8.611679E-4 -4.2038603 8.834443 0.67123765
684354 -0.12269497 -0.15682507 0.094873846 -4.206022 8.833412 0.67127067
684378 0.010334969 -0.004310608 -0.151286 -4.2049766 8.834126 0.66843355
684398 -0.009306431 0.07219887 -0.09548837 -4.2044888 8.834231 0.67009676
684412 -0.04817772 0.11035824 0.075293005 -4.2039247 8.834379 0.6716979
684431 -0.028741837 0.014862061 0.07350755 -4.204207 8.834107 0.6734834
684451 -0.12292099 0.034721375 0.03584951 -4.205796 8.833402 0.6728342
684471 0.029121399 0.014959335 0.05559212 -4.2046094 8.83401 0.6722452
684491 0.06675625 0.014382362 -0.15172905 -4.2039366 8.834587 0.6688766
684511 -0.047748566 -0.004497528 0.13460791 -4.204354 8.834313 0.66984385
684533 0.009878635 0.09125996 -0.07489669 -4.20452 8.834324 0.66865873
684552 0.028999329 0.16768646 -0.0343315 -4.2044873 8.834512 0.66640073
684572 0.048541546 0.07194519 -0.051381946 -4.2048755 8.834485 0.6642976
684596 0.010090828 0.05263424 -0.011890173 -4.2047324 8.834642 0.66311306
684618 -0.15974045 0.034519196 -0.067001104 -4.2072835 8.833604 0.66076314
684637 0.10759497 -0.0044574738 -0.044075012 -4.206468 8.834273 0.65699065
684656 -0.024719238 0.015459061 0.05269903 -4.2082295 8.83351 0.6559847
684675 0.032717705 0.14926147 -0.058689475 -4.2082057 8.833783 0.6524515
684697 -0.042593956 0.13058662 -0.056761026 -4.2095084 8.833304 0.65052307
684716 -0.021780014 -0.06031704 -0.13119406 -4.211169 8.832672 0.6483416
684806 -0.01939249 -0.0018463135 0.062075257 -4.2135563 8.831662 0.6466085
684806 -0.112039566 -0.09628773 0.10261631 -4.216677 8.830336 0.6443746
684806 0.36145258 0.092347145 -0.04580313 -4.211329 8.833237 0.63956517
684806 -0.0037808418 0.07252884 -0.04528624 -4.2100143 8.833901 0.6390483
684815 -0.09863329 0.09206772 0.1469757 -4.21093 8.833516 0.6383225
684835 -0.021300316 0.24558544 0.12856603 -4.2116485 8.833227 0.6375785
684854 -0.018853188 0.07427597 0.034090757 -4.2140956 8.832154 0.6362857
684874 0.09640932 0.11284733 0.09013653 -4.214436 8.83189 0.6377008
684894 0.038779736 -0.17460442 -0.0812915 -4.2142677 8.832038 0.6367463
684917 -0.09374857 0.11333084 -0.04151112 -4.2158146 8.831407 0.63527316
684936 -0.07200241 0.07609749 0.03739959 -4.218407 8.830333 0.6329769
684956 -0.050818443 0.09614658 0.057597876 -4.2204375 8.829437 0.6319322
684976 -0.0674243 -0.05602646 -0.07419455 -4.2229853 8.828382 0.62964934
684998 -0.046163082 0.040844917 0.17348361 -4.225093 8.827278 0.63096815
685017 -0.13789034 0.1002655 0.05820316 -4.2291336 8.825318 0.6313269
685045 -0.09740782 0.10116005 -0.13127488 -4.231309 8.824424 0.6292688
685065 -0.03873825 0.08276749 0.09602851 -4.2325177 8.823663 0.6318088
685080 -0.05638504 -0.050750732 -0.074002504 -4.2340245 8.823106 0.6294573
685103 -0.054236412 -0.049664497 0.040121436 -4.236173 8.82202 0.63025504
685125 0.11896849 0.16125202 -0.07243043 -4.236995 8.821793 0.6278852
685141 0.02567482 0.028554916 0.11646116 -4.23947 8.820415 0.63052976
685161 -0.029501915 0.048830032 0.020364046 -4.241754 8.819293 0.63085884
685181 0.011147976 0.088495255 0.15121275 -4.2440968 8.817935 0.6340854
685201 -0.00711298 0.12713051 -6.107092E-4 -4.2449894 8.817607 0.63267994
685221 0.050925255 0.18492413 0.036948383 -4.245567 8.817274 0.6334281
685241 0.014021397 0.05151081 -0.03946936 -4.24697 8.816612 0.6332314
685260 0.053640366 -0.005340576 0.018289983 -4.248282 8.816003 0.6329329
685281 -0.05843544 -0.09988117 -0.17123201 -4.2511277 8.814775 0.63091874
685303 -1.6975403E-4 0.091804504 -0.12958342 -4.2519326 8.814626 0.62757736
685328 0.0022854805 -0.022051811 -0.070415914 -4.254388 8.8135605 0.6258707
685348 -0.109083176 -0.020425797 0.064896524 -4.257941 8.811934 0.62463355
685367 0.1401763 0.17119503 -0.08773655 -4.258203 8.81185 0.62403774
685389 -0.00989151 0.019456863 -0.06803423 -4.2613645 8.810359 0.623489
685408 -0.045740128 0.07828808 0.17839694 -4.263823 8.808989 0.6260548
685427 -0.10013962 0.060546875 -0.050471306 -4.2668843 8.807576 0.6250797
685456 -0.040046692 -0.053056717 -0.012746394 -4.2695165 8.806258 0.625662
685474 -0.057231426 0.06272316 -0.049698114 -4.2714853 8.8054 0.6243065
685498 0.020408154 -0.032809258 -0.23753071 -4.2725105 8.805164 0.62060297
685515 0.0025501251 -0.05156231 -0.119340956 -4.273806 8.804764 0.6173349
685534 -0.11043644 -0.031495094 -0.09981722 -4.275741 8.80385 0.61696476
685554 0.044160366 -0.08798885 0.02995956 -4.277109 8.802883 0.6212633
685574 -0.0875411 -0.06748295 -0.0111708045 -4.279483 8.801531 0.62408644
685594 -0.104845524 0.067297935 -0.10418856 -4.281332 8.800825 0.6213361
685614 -0.045564175 0.08718777 0.18523031 -4.2831526 8.800089 0.61922145
685634 0.12594461 0.067456245 -0.023297727 -4.2822785 8.800667 0.61705977
685653 0.08521271 0.12380886 -0.043442845 -4.2798543 8.801775 0.61805123
685674 -0.1422596 -0.1237936 0.10634762 -4.282225 8.800381 0.6214897
685704 -0.007976055 0.06760502 -0.04348117 -4.2824335 8.800518 0.61808956
685723 0.04974842 0.06773186 0.03314376 -4.282697 8.800391 0.6180791
685742 0.1070776 -0.06639099 -0.12031406 -4.2825656 8.800439 0.618308
685761 0.03118372 -0.008340836 0.048667014 -4.283286 8.7998495 0.62170947
685784 -0.10086346 0.0692873 0.009990215 -4.285314 8.798836 0.622079
685803 0.033337593 -0.026477814 -0.008338809 -4.28544 8.798833 0.62125444
685822 0.091392994 -0.064679146 -0.06318331 -4.2860346 8.798727 0.6186381
685841 -0.042556286 -0.0073137283 -0.13757408 -4.2861605 8.798822 0.6164144
685864 -0.042169094 0.050248146 -0.059690773 -4.2865477 8.798721 0.61514556
685884 -0.040674686 -0.0063705444 0.130211 -4.288042 8.797879 0.6167799
685905 0.07430601 -0.025328636 0.14700079 -4.288101 8.797684 0.6191437
685921 0.036336422 -0.0824852 0.049250484 -4.288439 8.7973795 0.621126
685944 -0.05810404 0.052309036 0.029076159 -4.2897663 8.79666 0.6221467
685963 -0.039129257 -0.06275082 -0.06597966 -4.2895875 8.796799 0.62143445
685981 -0.096298695 0.16738224 0.046861112 -4.289879 8.796509 0.62351537
686001 -0.03813839 0.0144844055 0.12361747 -4.2905784 8.796178 0.62337345
686030 -0.076654434 -0.04305935 -0.049042583 -4.2903695 8.796261 0.62365097
686048 0.017848492 0.013510704 -0.19837254 -4.2891045 8.797152 0.61975205
686061 -0.059428215 -0.10160065 0.14448923 -4.288442 8.797341 0.6216553
686081 0.07315111 -0.06421471 -0.15923706 -4.2869463 8.798263 0.6189238
686101 -0.0043759346 0.012094498 0.030314922 -4.2860336 8.798568 0.62090796
686121 -0.06205845 0.10758972 -0.063088596 -4.285812 8.7988405 0.6185434
686141 0.06954908 0.02978611 0.089950204 -4.2833443 8.80003 0.6187335
686161 -0.04521036 0.010560036 -0.118591785 -4.2835064 8.800102 0.61658573
686180 -0.008449554 0.06735134 0.07176244 -4.28196 8.800772 0.61776763
686201 -0.085029125 0.067546844 0.030919611 -4.281995 8.800576 0.6203033
686221 0.06648588 0.06667423 -0.02598083 -4.280281 8.801449 0.6197429
686240 -0.10547161 0.028606415 0.030983925 -4.280706 8.801209 0.62023896
686260 0.026461601 0.19961548 -0.1558021 -4.278564 8.802583 0.6154888
686288 -0.07032585 0.06499863 -0.040235877 -4.2775445 8.803124 0.61484426
686307 -0.12850285 0.12210846 0.07475656 -4.2768283 8.803475 0.6147735
686326 -0.052456856 -0.012223244 0.0169999 -4.27626 8.803732 0.6150693
686346 -0.071956635 -0.01226902 0.07270765 -4.2759137 8.803778 0.6168224
686363 0.020873547 0.0053339005 -0.05958295 -4.272976 8.805328 0.61503774
686387 0.056565285 0.042632103 0.16656 -4.2703605 8.806337 0.6187382
686401 -0.11719799 0.08012295 -0.13782632 -4.2689795 8.807154 0.6166667
686423 -0.09704018 -0.015057564 0.1863792 -4.269984 8.806566 0.61807257
686442 0.03563881 0.003417015 0.052330792 -4.2685876 8.807245 0.6180457
686462 -0.06059265 -0.015766144 0.12615722 -4.268124 8.807275 0.6208337
686531 -0.0661993 8.1920624E-4 -0.029144108 -4.2625175 8.809843 0.62290615
686531 -0.049681664 0.15250492 -0.17855757 -4.2598815 8.811386 0.6190907
686534 -0.0695982 0.09483528 0.10648221 -4.2591186 8.811595 0.6213551
686555 0.024351597 -0.07825565 0.008278251 -4.2573004 8.812304 0.623791
686573 0.06049776 -0.079315186 -0.048962653 -4.2551394 8.813363 0.62357104
686593 0.018853664 -0.023579597 -0.18139106 -4.2518024 8.815088 0.62192416
686613 -0.09642506 -0.004588127 0.029155374 -4.2514453 8.81525 0.6220675
686633 -0.1533289 0.091524124 -0.010214508 -4.2520022 8.814906 0.62313014
686653 -0.09498358 0.053739548 0.06503129 -4.252887 8.8143835 0.6244988
686673 -0.018912792 0.03443432 0.04430896 -4.252343 8.814535 0.6260675
686693 -7.972717E-4 0.09104729 -0.21890816 -4.251305 8.815383 0.62113404
686714 -0.0020952225 0.052060127 -0.10321343 -4.250007 8.816063 0.620361
686738 0.032681942 0.0697546 0.06573796 -4.246477 8.817522 0.6237921
686757 0.08704758 0.049488068 0.21364951 -4.2433815 8.818635 0.6291095
686777 -0.047992706 -0.10419464 0.06026578 -4.242417 8.819089 0.6292643
686800 0.046809196 -0.08558655 0.00393939 -4.241451 8.819634 0.62812984
686819 -0.049149513 0.12495327 -0.0335539 -4.24126 8.819784 0.62731594
686923 0.009308338 -0.06571579 0.01847881 -4.242257 8.818917 0.6327441
686923 -0.02974701 -0.046824455 0.055443943 -4.241509 8.81918 0.63408613
686923 0.026592731 0.14437866 0.11002982 -4.240388 8.819512 0.6369611
686923 -0.012207508 0.067461014 -0.042276263 -4.239895 8.819816 0.6360383
686942 0.005774498 0.028910637 0.22144204 -4.2387233 8.820059 0.64047056
686952 -0.1471343 -0.008997917 0.12231439 -4.239043 8.81966 0.6438301
686972 -0.05217123 0.029107094 0.13895315 -4.2382383 8.819862 0.646345
686992 -0.03472185 0.066506386 -0.14713866 -4.236534 8.82077 0.6451326
687011 -0.016755104 0.046696663 -0.088489175 -4.2353473 8.821426 0.64394397
687031 -0.018316746 0.122849464 0.07995325 -4.2337856 8.821888 0.6478841
687051 -0.07561588 0.046316147 -0.054177582 -4.2339473 8.821807 0.6479396
687071 -0.037900448 0.14183235 -0.054601073 -4.2333555 8.822059 0.6483631
687092 -8.983612E-4 0.04543495 -0.03541577 -4.2320504 8.822688 0.6483314
687111 -0.22932816 -0.011063576 0.11396974 -4.233464 8.821726 0.6521748
687130 -0.05824423 0.08409786 -0.13522846 -4.2321653 8.822332 0.652376
687150 0.016588211 0.025941849 0.015834272 -4.2303834 8.823028 0.6545422
687170 0.07143688 0.06300926 -0.041814625 -4.227771 8.824267 0.65473026
687190 -0.08165121 0.063342094 0.10787642 -4.227912 8.823935 0.6582681
687210 0.031349182 -0.0715065 0.14419496 -4.225991 8.824708 0.6602568
687230 -0.027053356 0.17712498 -0.029350758 -4.225049 8.825073 0.66142
687251 -0.14126635 0.15821552 -0.066365 -4.2257576 8.824829 0.66012704
687271 -0.044488907 -0.013846397 0.012437463 -4.226767 8.824509 0.657939
687295 0.14422512 -0.0151462555 -0.0074159503 -4.2239447 8.825809 0.65863883
687318 -0.029946804 0.022218704 -0.025400996 -4.2221556 8.826751 0.6574702
687340 -0.12583113 -0.016123772 0.03179401 -4.222039 8.826786 0.65773606
687356 -0.12618113 0.0793829 -0.024421215 -4.221689 8.827047 0.65649045
687379 -0.03090334 -0.016552925 0.032144606 -4.221199 8.827215 0.65738547
687399 0.063299656 0.0016355515 -0.19477496 -4.2196336 8.82818 0.6544617
687416 -0.07096386 0.11678028 0.18408877 -4.2194457 8.827957 0.65867025
687441 -0.033545017 0.03960228 -0.08220351 -4.2185574 8.828521 0.6568119
687458 -0.052954197 0.15456486 -0.0077640414 -4.218302 8.82848 0.6589869
687480 -0.14740276 0.059339523 -0.025742352 -4.219621 8.827937 0.6578116
687500 -0.013511181 0.021017075 0.069049895 -4.2194376 8.827952 0.6587874
687520 -0.0140042305 0.059103966 -0.026927054 -4.2189445 8.828173 0.6589963
687540 0.024999142 -0.036216736 0.12476623 -4.2196407 8.827725 0.66053194
687561 -0.06990862 -0.03600216 -0.15988809 -4.220501 8.827511 0.65788203
687581 -0.05101919 0.04049301 -0.04507351 -4.220237 8.82763 0.65798914
687604 -0.03140402 0.0023145676 -0.02468115 -4.2206984 8.827501 0.6567504
687623 0.024466038 0.09746742 0.10744387 -4.2191076 8.828116 0.65870064
687647 -0.033782482 0.09698868 -0.06356281 -4.21832 8.828595 0.65732485
687666 0.061502934 -0.075754166 -0.0809769 -4.217837 8.828956 0.6555853
687692 -0.014009476 0.058912277 0.071365 -4.2189393 8.828364 0.6564723
687699 -0.032041073 -0.03637314 -0.042814314 -4.2200613 8.827882 0.65572995
687719 0.06280613 0.116327286 -0.04162383 -4.21914 8.82841 0.65453947
687740 0.0065279007 0.059304237 -0.020748079 -4.220323 8.827972 0.6528173
687759 0.044137 0.09725475 0.07530832 -4.219625 8.828329 0.652529
687779 0.080534935 0.096396446 0.03627175 -4.2177153 8.829187 0.6532583
687801 0.0028767586 0.17276192 0.18613881 -4.216672 8.829436 0.6566202
687820 0.040629387 0.057460785 0.034470856 -4.2161174 8.829816 0.6550592
687843 -0.09150171 9.355545E-4 0.07267845 -4.2180614 8.82888 0.6551589
687864 0.024055004 -0.056159973 0.110140145 -4.2186966 8.828515 0.65600437
687883 -0.013504982 -0.075006485 -0.0040970445 -4.219444 8.828208 0.6553199
687905 -0.12880516 0.23127556 0.053282857 -4.219065 8.828383 0.6554009
687924 -0.03289795 0.15457916 0.03614241 -4.2192044 8.828465 0.65338767
687944 0.08244562 -0.017497063 0.09219867 -4.219626 8.828159 0.65479225
687963 0.006485462 0.078266144 -0.056747437 -4.2202806 8.828164 0.6505095
687985 0.04386282 0.07787132 0.095829606 -4.219351 8.828559 0.6511613
688004 -0.01159668 -0.017219543 -0.18767741 -4.221352 8.827882 0.64736414
688020 -0.08386612 -0.053507805 -0.052794576 -4.225697 8.825863 0.6465566
688041 -0.15726376 0.08198643 -0.051115394 -4.228914 8.824444 0.64487743
688060 0.093859196 -0.012845039 0.045761466 -4.2310395 8.823507 0.6437686
688080 -2.6845932E-4 0.08360195 -0.029366374 -4.2326803 8.822828 0.642282
688101 -0.11141825 0.046792984 -0.025056124 -4.236452 8.82133 0.63797176
688118 0.006038189 -0.0479784 -0.002835393 -4.238987 8.8203335 0.6349046
688140 0.08259392 0.04766178 0.036844492 -4.238928 8.820461 0.633532
688159 0.11981106 0.06609726 -0.037032366 -4.237838 8.821179 0.6307944
688179 0.024347782 0.16181564 0.023176491 -4.238143 8.821229 0.6280464
688198 -0.18228722 -0.02823925 -0.16178367 -4.2421975 8.819748 0.6214704
688221 0.06850624 -0.046652794 -0.15998468 -4.243994 8.819008 0.6196714
688243 0.051995754 0.08887386 -0.04760599 -4.2466373 8.817556 0.6222144
688256 -0.0030789375 -0.10147762 -0.06727046 -4.2490234 8.816372 0.62272525
688275 -0.11342287 -0.09955311 -0.044088185 -4.253601 8.814447 0.6186966
688295 -0.034346104 0.054868698 0.08990842 -4.2560635 8.813254 0.6187753
688315 -0.051939964 -0.021160126 0.015683115 -4.257623 8.812669 0.6163861
688335 -0.03036213 0.056627274 0.11144698 -4.2600474 8.811496 0.61639035
688355 -0.02884245 0.11462784 -0.115599155 -4.261567 8.810956 0.6135931
688374 -0.0076847076 0.17310905 -0.0014035702 -4.2635713 8.809936 0.6143192
688395 -0.04221058 0.021654129 0.037703156 -4.2673526 8.808162 0.6135197
688415 0.07302666 0.09838772 -0.07671207 -4.2676682 8.808043 0.61301327
688435 0.055687904 -0.034765244 -0.058175564 -4.269483 8.80712 0.61363035
688459 -0.074894905 -0.05199337 0.18749022 -4.2729754 8.805195 0.61696154
688479 0.004995823 0.10286617 -0.062084436 -4.276252 8.803564 0.6175392
688499 0.007277012 0.06577778 0.16619349 -4.278533 8.802345 0.6191047
688519 -0.009878635 0.08582783 -0.10085064 -4.280531 8.801449 0.6179982
688540 0.06864691 0.048386574 -0.004190743 -4.282442 8.800583 0.6171064
688559 -0.08092785 0.069413185 0.071082234 -4.286096 8.79871 0.61844784
688579 -0.04057026 0.07026863 -0.080102146 -4.2881465 8.797854 0.61640334
688598 0.018472195 0.12855053 0.1490184 -4.289728 8.797033 0.6171261
688620 -0.05481863 0.034368515 0.015440404 -4.2930517 8.795447 0.6166288
688639 -0.032756805 -0.021520615 0.08990973 -4.29596 8.793876 0.618774
688659 -0.04886484 0.01854229 0.06696576 -4.2990055 8.79212 0.6225643
688681 0.047641754 0.076524734 0.0072506666 -4.299744 8.791598 0.62481856
688700 -0.19572783 0.040942192 -0.10727 -4.3053713 8.788874 0.62441754
688719 -0.02067995 0.08024311 -0.27521995 -4.308037 8.78788 0.619985
688742 0.0013446808 0.0049085617 -0.02442205 -4.310908 8.7866 0.6181841
688770 0.17551088 0.063378334 0.06946558 -4.312691 8.785591 0.6200645
688786 -0.09092426 0.19846725 0.02871555 -4.314407 8.784577 0.62250733
688805 -0.106750965 0.06628418 0.17835486 -4.317734 8.782685 0.6260969
688820 -0.009598732 0.12440491 0.006236553 -4.319118 8.782025 0.6258327
688839 -0.008162975 0.06774235 0.196518 -4.320554 8.781227 0.62708735
688859 -0.08439112 0.106271744 0.042842686 -4.32094 8.781005 0.6275338
688879 -0.04428339 -0.04600525 -0.07300985 -4.3227406 8.780053 0.62846464
688899 0.0328784 -0.06478405 0.02127719 -4.323288 8.779678 0.6299457
688919 -0.04237652 0.031539917 0.042017043 -4.3246474 8.779122 0.62835944
688949 -0.059003353 0.03269863 0.13899273 -4.327174 8.777964 0.6271518
688969 -0.0023326874 0.089901924 0.003053069 -4.326384 8.778221 0.62901616
688991 0.092172146 0.08918476 -0.03389424 -4.325121 8.778938 0.6276563
689010 0.015706062 0.10822868 -0.069667995 -4.325269 8.779048 0.6251228
689029 0.036250114 0.051402092 0.0076882243 -4.3266597 8.778414 0.624381
689052 0.038107872 -0.062402725 0.11978167 -4.3285174 8.777297 0.62720925
689068 0.13456964 -0.100302696 -0.053496063 -4.329211 8.77689 0.62810445
689091 0.040858746 -0.15658283 0.039953947 -4.3312683 8.775709 0.63042253
689109 -0.054180622 0.054527283 7.9870224E-4 -4.331997 8.775289 0.6312705
689132 0.023982048 -0.002131462 0.096025825 -4.333545 8.774487 0.6318115
689153 0.13815308 0.054772377 0.0028521419 -4.3327947 8.7750435 0.6292171
689174 0.061295033 0.054719925 0.040212452 -4.332551 8.775096 0.630164
689189 -0.23985672 0.114920616 0.07689637 -4.337857 8.772356 0.63178736
689213 0.08811283 -0.017733574 0.14997429 -4.340215 8.770935 0.6353239
689233 -0.1582365 0.041121483 -0.08102512 -4.3428626 8.769541 0.6364799
689255 -0.08061075 -0.0351696 -0.09772736 -4.343874 8.7692175 0.63402855
689274 -0.13727713 0.022584915 0.05687964 -4.3446684 8.768924 0.63265043
689292 -0.0219903 0.11846924 0.038616598 -4.3450336 8.768807 0.6317599
689321 -0.09674883 0.042923927 0.01740402 -4.3468895 8.767738 0.63381886
689339 -0.11295128 0.08295727 0.013806701 -4.3498406 8.766012 0.6374162
689367 -0.052124023 -0.10705471 -0.15656519 -4.353207 8.764488 0.63540554
689371 -0.013750553 -0.049839973 -0.15269959 -4.3532734 8.764734 0.63153994
689391 -0.03244686 0.00784874 0.038812995 -4.3537307 8.764506 0.6315635
689411 -0.012226105 -0.10666466 -0.07440615 -4.354798 8.764098 0.62986094
689430 -0.013454914 0.08430767 -0.01761192 -4.353569 8.764662 0.63052756
689450 0.02418375 0.19875908 -0.053969204 -4.3529005 8.765132 0.6285776
689470 0.024496555 0.02635479 -0.07065421 -4.3532133 8.765154 0.626109
689490 0.08079767 0.025577545 -0.22105536 -4.3520536 8.765931 0.62328124
689510 0.0032191277 0.14007568 -0.030287147 -4.3510895 8.766355 0.6240492
689532 0.0034689903 -0.051280975 -0.050227404 -4.3513393 8.766175 0.6248358
689551 0.0017719269 0.15859032 0.006886363 -4.3496423 8.7669935 0.62518287
689576 0.021379948 -0.071125984 -0.14495397 -4.3500967 8.766867 0.6237943
689595 0.021404743 -0.051908493 -0.011592686 -4.3501215 8.766803 0.6245083
689617 -0.1116972 -0.070547104 -0.012044668 -4.3510947 8.766288 0.6249603
689640 -0.017725468 -0.05228424 0.04542643 -4.3492985 8.767179 0.62495005
689660 -0.15138245 -0.07125187 -0.030909657 -4.3497167 8.766993 0.6246717
689679 -0.07471371 0.06278801 0.14235485 -4.349771 8.767028 0.62378967
689697 0.057611465 -0.014549255 0.17861015 -4.348021 8.767751 0.6258416
689717 0.05462551 0.041381836 -0.012224376 -4.345035 8.76928 0.62514
689736 0.070363045 -0.017928123 -0.16324571 -4.341619 8.77113 0.62293243
689758 -0.046397686 0.09594822 -0.06554651 -4.33978 8.772175 0.6210013
689778 0.009978294 0.09539318 0.087920606 -4.338695 8.77273 0.6207631
689797 -0.009242058 0.076275826 -0.008798063 -4.3386283 8.772694 0.6217137
689817 -0.123339176 -0.057411194 0.029769003 -4.3394527 8.7723055 0.6214539
689833 -0.011619091 0.055734634 -0.06326747 -4.3362513 8.774081 0.61872226
689854 -0.032059193 0.035676956 -0.05946678 -4.3349648 8.774985 0.61492157
689872 -0.052490234 0.09232712 0.058023036 -4.3336873 8.775796 0.61235344
689896 -0.03399372 0.09193134 0.07819706 -4.33303 8.776192 0.611333
689928 -0.11073017 -0.08052349 -0.09398192 -4.332908 8.776264 0.61112946
689949 -0.035644054 0.090833664 -0.12839109 -4.33138 8.777289 0.60723144
689955 0.019767761 0.05159664 0.11942881 -4.329331 8.778219 0.6084085
689975 -0.03911972 0.03184986 0.07951969 -4.327904 8.778812 0.6100104
689994 -0.0022792816 0.031181335 -0.017035425 -4.3264375 8.779481 0.61079746
690014 -0.09783602 0.050397873 -0.1887905 -4.3266487 8.779418 0.61017
690034 0.015704632 0.030641556 0.078223646 -4.325268 8.780021 0.6113064
690054 -0.15549374 -0.045394897 0.02083528 -4.326452 8.779443 0.61123395
690074 0.01518774 0.08779049 0.09822291 -4.324751 8.780333 0.6104608
690094 0.033095837 -0.008608818 -0.13138664 -4.3235054 8.780964 0.610227
690114 -0.08261156 0.06774521 0.07747775 -4.3227196 8.781224 0.6120523
690133 -0.10298157 0.20152569 0.34129286 -4.321503 8.781519 0.61638784
690153 0.06694794 -0.029702187 -0.077564895 -4.3190503 8.782904 0.6138661
690173 0.121733665 -0.050229073 0.019043684 -4.3163753 8.784277 0.61302555
690200 0.0024585724 0.15823555 -0.11376053 -4.3120217 8.786502 0.6117545
690220 -0.036956787 0.15786362 0.07532263 -4.3109136 8.786874 0.61420745
690240 -0.11372566 0.15803432 0.0718022 -4.310759 8.786703 0.6177279
690260 -0.13157606 -0.013406754 0.14412361 -4.3120623 8.785762 0.6220209
690280 -0.018317223 0.08161354 -0.08668691 -4.3103995 8.7865095 0.6229881
690299 0.05485964 -0.054281235 -0.123087466 -4.306962 8.788329 0.6210814
690319 -0.13669538 0.07981491 0.010562301 -4.306943 8.788308 0.6215069
690341 -0.0033626556 0.0796175 0.16144395 -4.3062005 8.788506 0.6238542
690360 -0.118406296 0.060756683 0.079862535 -4.3060784 8.788213 0.6288212
690379 -0.0043616295 0.0031433105 0.07601386 -4.3052015 8.788365 0.63266987
690399 -0.00584507 0.0022563934 -0.13243204 -4.303718 8.789252 0.630426
690419 -0.0067663193 0.058992386 -0.09030479 -4.302797 8.789977 0.626606
